date,/m/05p0rrx,/m/0108bn2x,/g/11tskkw5c9,/g/11sfdkgmfn,/g/11hcz1r4wl,/g/11pcs9ny8w,/g/11bw1zmnts,/m/0273t5w,/g/1234z6p9,/m/020shm,/g/11gt__kf44,/m/09jx2,/m/01fss9,/g/11mcmf67yl,/m/010w1kk1,/m/06bmj,/m/02jnsq,/g/11vyhs52bj,/g/1211cg58,/m/04n7dpf,/g/11fb0vw2fn,/m/05457c,/g/11y119nb71,/g/1ymzxwzdh,/g/1hd_npv62,/g/11y97_pvw8,/m/0_t06w0,/g/1hhcjnjk8,/m/03cvdr8,/g/11sx278r80,/m/076ccs,/m/08bdb1,/m/06vthy,/g/11xdtrjhz,/m/0bk99,/m/01_mbc,/m/0g54q10,/g/11y4s2g9zc,/g/11sx270hw0,/m/0h5x4j3,/g/11bc6pz4wc,/g/11cm999bwp,/g/11f4pp7gnm,/g/11pb1mb808,/m/09sdbh,/g/11bc5nt74w,/m/026gp6r,/m/0g7cg,/m/0dhc24,/g/11bwcyffr7,/m/0b_zn7s,/m/01n5jq,/g/11c6tz417w,/m/01y_qq,/g/11c0xsqchh,/m/01fzl3,/m/02gr_,/m/05nbcg,/m/01s940,/m/0130fmqz,/m/027b9k,/m/018npy,/m/0657nv,/g/11nyxr7hxv,/g/11c55s6k2t,/g/11vz2cz87d,/m/0x2fg,/g/121hdpdf,/m/016pjk,/m/0bq3x,/m/0cbx95,/g/122t17dp,/m/025bfq,/m/0ccld,/m/014xsg,/m/06_wrtv,/g/11c1np3rvg,/m/02g0j0,/m/09pngm,/g/11qpk2v0pq,/m/01mq8p,/m/03ctrlg,/g/122919_0,/g/11vpwmz6vg,/m/02wpj1,/g/11bzx7cv2m,/g/11m6_4hjpt,/g/11vm2_r4hw,/g/11sg2tlrf0,/m/07_hy,/g/11cknh9qp1,/g/11sw_tmz6z,/m/0d063v,/m/06_7xx,/g/11lyxggfjt,/m/0380q,/g/11c5g9ql2b,/g/11hdq9v_sn,/g/11bc6n2sw6,/m/02rz0ly,/g/11x1ng30y,/m/06fhs,/m/06xbd,/m/01phdl,/m/03nfl,/m/05k97,/m/03bxwvx,/m/0dc7h,/m/01tbgl,/m/0br5fz,/m/0n5462l,/g/122l3gtx,/m/0j6v7,/g/11l2lxvky5,/g/11f2sl5v8_,/g/11j317gwf_,/g/11mw7nz8h_,/g/11kxqfzv4h,/g/11stj9b049,/m/03c18t5,/m/012t0g,/g/11q3qhxt3k,/g/121fwt0w,/m/069kd,/g/11g9mhrln7,/m/0cxdc,/g/11dxl6v_ff,/m/064ctn,/g/11dx9fx89k,/g/11bc6ldrb5,/m/017rf_,/g/11f5bxylc0,/m/09jcvs,/g/11twnws_cc,/g/121hrbch,/g/11f555cn8l,/g/11h79tp_8r,/g/11shd5x1t8,/m/02bft,/m/0ftsr,/m/03x69g,/m/0cn9bm,/g/11rc00sflx,/m/06796,/g/11q4gczjq8,/g/11g6qlbmr4,/m/0hpnr,/g/11sq21scf3,/m/0dq3fd,/g/11rbcdg93b,/g/11j8qr8rbs,/g/11v3xjch6h,/g/11f3sfth4w,/g/11ww7k4dcq,/m/0322db,/g/11mcz640x1,/g/11f1rm29b8,/g/11yg9d9k9g,/m/017tfz,/m/012llw50,/g/11xt0w58jz,/g/11kxnptn2h,/g/11sc9wv6gj,/g/11dftk47yk,/g/11fd6dg5b5,/g/11qwv9wbx8,/m/01ddm,/g/11kzq0jnkt,/m/02gy5l,/g/11jt20l831,/g/11h7_q3l6z,/g/11jp_j0m6d,/m/01h7lh,/m/0rfgxy2,/g/11ww08lq0j,/g/11vhqc7hb1,/m/02xz2,/m/0179v6,Country
2023-04-30,21,7,0,0,5,1.0,0.0,3.0,0.0,12.0,0,20,2,0,0,8,14,0,8,53,0,0,0,16,28,0,30,44,0,0,14,35,16,0,51,6,5,0,0,48,57,1,2,0,2,5,2,8,0,0,0,49,0,0,0,27,10,17,26,0,60,38,14,0,0,0,4,1,9,4,4,1,3,2,4,2,0,81,16,0,3,81,23,0,1,0,0,0,0,65,0,0,1,1,0,3,0,0,49,1,0,7,84,3,1,9.0,6.0,1.0,0.0,0.0,1.0,1.0,61.0,0.0,0.0,0.0,0.0,7.0,0.0,20.0,69.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,18.0,1.0,73.0,0.0,0.0,80.0,0.0,0.0,12.0,1.0,55.0,0.0,0.0,28.0,0.0,0.0,78.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,52,0,0,0,0,0,0,13,0,45,0,1,0,11,4,0,0.0,58.0,1.0,FR
2023-05-07,23,7,0,0,5,1.0,0.0,3.0,0.0,14.0,0,19,3,0,0,8,15,0,10,51,0,0,0,16,23,0,28,44,0,0,19,31,14,0,49,7,5,0,0,48,58,1,2,0,2,5,2,4,0,0,0,52,0,0,0,32,13,28,30,2,60,44,16,0,0,0,5,1,9,4,5,1,3,2,5,3,0,80,18,0,2,79,24,0,1,0,0,0,0,63,0,0,1,2,0,4,0,0,54,2,0,7,75,4,1,10.0,6.0,1.0,0.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,10.0,0.0,14.0,74.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,17.0,1.0,74.0,0.0,0.0,80.0,0.0,0.0,13.0,1.0,60.0,0.0,0.0,30.0,0.0,0.0,84.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,46,0,0,0,0,0,0,13,0,48,0,1,0,17,3,0,0.0,52.0,1.0,FR
2023-05-14,19,6,0,0,5,1.0,0.0,3.0,0.0,13.0,0,19,2,0,0,8,15,0,8,45,0,0,0,17,35,0,27,46,0,0,16,30,14,0,42,7,5,0,0,47,72,1,2,0,2,4,0,3,0,0,0,58,0,0,0,27,11,30,22,0,51,42,17,0,0,0,6,0,12,4,4,1,3,2,4,2,0,77,19,0,3,76,25,0,1,0,0,0,0,71,0,0,1,2,0,3,0,0,60,1,0,7,80,3,0,11.0,5.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,69.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,17.0,2.0,71.0,0.0,0.0,81.0,0.0,0.0,13.0,1.0,66.0,0.0,0.0,27.0,0.0,0.0,83.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,54,0,0,0,0,0,0,14,0,44,0,1,0,14,11,0,0.0,33.0,0.0,FR
2023-05-21,17,5,0,0,5,1.0,0.0,3.0,0.0,24.0,0,18,3,0,0,23,17,0,8,51,0,0,0,15,33,0,23,43,0,0,15,31,21,0,78,8,5,0,0,47,59,1,2,0,3,4,0,4,0,0,0,54,0,0,0,30,13,30,20,0,60,44,19,0,0,0,8,0,55,5,5,1,3,2,5,2,0,92,20,0,4,79,24,0,1,0,0,0,0,65,0,0,1,2,0,5,0,0,64,2,0,9,88,3,1,11.0,6.0,1.0,0.0,0.0,1.0,0.0,68.0,0.0,0.0,0.0,0.0,8.0,0.0,19.0,74.0,0.0,2.0,2.0,0.0,2.0,18.0,1.0,0.0,2.0,21.0,2.0,72.0,0.0,0.0,84.0,0.0,0.0,12.0,1.0,70.0,0.0,0.0,28.0,0.0,0.0,93.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,12,52,0,0,0,0,0,0,13,0,46,0,0,0,12,11,0,0.0,51.0,0.0,FR
2023-05-28,16,6,0,0,4,1.0,0.0,3.0,0.0,17.0,0,18,2,0,0,11,15,0,6,50,0,0,0,19,25,0,23,40,0,0,22,31,12,0,72,7,5,0,0,50,67,1,2,0,3,5,0,2,0,0,0,46,0,0,0,23,16,33,16,0,64,39,16,0,0,0,6,0,11,4,4,0,4,2,5,3,0,83,20,0,3,80,23,0,1,0,0,0,0,69,0,0,1,2,0,3,0,0,53,1,0,7,100,3,0,9.0,5.0,1.0,0.0,0.0,3.0,0.0,65.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,71.0,0.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,2.0,19.0,2.0,71.0,0.0,0.0,81.0,0.0,0.0,12.0,1.0,59.0,0.0,0.0,29.0,0.0,0.0,81.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,39,0,0,0,0,0,0,14,0,46,0,1,0,12,10,0,0.0,87.0,1.0,FR
2023-06-04,19,6,0,0,2,1.0,0.0,4.0,0.0,13.0,0,15,2,0,0,12,23,0,6,43,0,0,0,23,19,0,23,43,0,0,15,26,17,0,70,8,4,0,0,49,70,1,2,0,2,3,0,5,0,0,0,44,0,0,0,26,15,27,16,0,58,37,18,0,0,0,4,0,45,3,5,1,4,2,4,2,0,81,17,0,3,77,22,0,1,0,0,0,0,59,0,0,1,2,0,3,0,0,52,2,0,7,85,3,1,10.0,5.0,1.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,7.0,0.0,14.0,63.0,0.0,2.0,2.0,0.0,2.0,9.0,0.0,0.0,2.0,18.0,1.0,72.0,0.0,0.0,78.0,0.0,0.0,12.0,1.0,57.0,0.0,0.0,28.0,0.0,0.0,88.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,39,0,0,0,0,0,0,12,0,46,0,1,0,11,5,0,0.0,47.0,1.0,FR
2023-06-11,19,5,0,0,4,1.0,0.0,4.0,0.0,12.0,0,18,3,0,0,8,15,0,6,47,0,0,0,22,25,0,26,40,0,0,17,28,13,0,60,7,5,0,0,52,100,2,1,0,3,5,0,6,0,0,0,45,0,0,0,27,13,46,16,0,61,41,18,0,0,0,4,0,10,4,4,1,3,2,4,3,0,77,18,0,3,76,22,0,1,0,0,0,0,65,0,0,1,2,0,3,0,0,58,2,0,7,85,3,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,66.0,0.0,3.0,3.0,0.0,1.0,5.0,0.0,0.0,2.0,17.0,1.0,72.0,0.0,0.0,76.0,0.0,0.0,12.0,1.0,54.0,0.0,0.0,28.0,0.0,0.0,89.0,0.0,0.0,0.0,0,0,0,0,79,0,0,0,14,39,0,0,0,0,0,0,14,0,49,0,1,0,12,11,0,0.0,36.0,0.0,FR
2023-06-18,24,6,0,0,4,1.0,0.0,4.0,0.0,17.0,0,18,2,0,0,8,17,0,7,49,0,0,0,18,38,0,25,41,0,0,16,32,12,0,54,7,4,0,0,48,58,1,2,0,2,7,0,3,0,0,0,45,0,0,0,43,12,35,19,0,68,45,16,0,0,0,4,1,11,4,5,1,3,2,4,2,0,77,16,0,3,82,23,0,1,0,0,0,0,63,0,0,1,2,0,3,0,0,61,2,0,6,78,3,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,20.0,63.0,0.0,3.0,3.0,0.0,2.0,5.0,0.0,0.0,1.0,17.0,1.0,72.0,0.0,0.0,81.0,0.0,0.0,13.0,1.0,55.0,0.0,0.0,28.0,0.0,0.0,89.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,42,0,0,0,0,0,0,13,0,51,0,1,0,16,4,0,0.0,48.0,0.0,FR
2023-06-25,21,5,0,0,4,1.0,0.0,4.0,0.0,13.0,0,16,2,0,0,8,18,0,4,45,0,0,0,17,29,0,23,41,0,0,16,27,14,0,44,6,5,0,0,53,61,1,2,0,3,5,0,3,0,0,0,46,0,0,0,27,10,23,20,0,57,42,15,0,0,0,7,1,9,3,4,0,3,2,4,2,0,74,17,0,3,79,21,0,0,0,0,0,0,63,0,0,1,1,0,2,0,0,67,1,0,5,76,3,0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,7.0,0.0,20.0,67.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,17.0,1.0,74.0,0.0,0.0,86.0,0.0,0.0,11.0,1.0,47.0,0.0,0.0,26.0,0.0,0.0,85.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,13,0,49,0,1,0,12,3,0,0.0,37.0,0.0,FR
2023-07-02,20,5,0,0,4,1.0,0.0,4.0,0.0,9.0,0,14,2,0,0,5,17,0,3,45,0,0,0,18,33,0,27,43,0,0,14,25,10,0,45,7,5,0,0,48,59,1,2,0,3,4,0,3,0,0,0,46,0,0,0,20,9,19,15,0,54,38,12,0,0,0,5,1,8,4,5,0,3,2,4,2,0,75,14,0,2,70,21,0,1,0,0,0,0,61,0,0,1,1,0,1,0,0,54,1,0,5,72,3,0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,66.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,17.0,2.0,69.0,0.0,0.0,79.0,0.0,0.0,11.0,1.0,46.0,0.0,0.0,24.0,0.0,0.0,83.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,41,0,0,0,0,0,0,30,0,46,0,1,0,11,3,0,0.0,50.0,0.0,FR
2023-07-09,19,5,0,0,4,1.0,0.0,4.0,0.0,8.0,0,16,3,0,0,6,17,0,2,48,0,0,0,18,36,0,29,38,0,0,14,29,11,0,54,6,5,0,0,60,57,1,2,0,3,4,0,0,0,0,0,41,0,0,0,27,8,16,21,2,49,38,13,0,0,0,4,0,19,4,4,0,3,2,3,2,0,64,13,0,2,69,22,0,0,0,0,0,0,63,0,0,1,1,0,1,0,0,55,1,0,5,76,3,0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,64.0,0.0,3.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,17.0,1.0,71.0,0.0,0.0,82.0,0.0,0.0,11.0,0.0,42.0,0.0,0.0,24.0,0.0,0.0,73.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,40,0,0,0,0,0,0,17,0,45,0,1,0,12,3,0,0.0,47.0,0.0,FR
2023-07-16,20,6,0,0,4,1.0,0.0,4.0,0.0,9.0,0,14,2,0,0,7,14,0,3,45,0,0,0,19,43,0,31,39,0,0,22,29,11,0,52,7,5,0,0,54,57,1,3,0,3,4,0,2,0,0,0,46,0,0,0,46,8,14,23,0,63,44,10,0,0,0,6,1,13,5,4,0,2,2,4,3,0,76,15,0,3,75,23,0,1,0,0,0,0,63,0,0,1,1,0,2,0,0,63,1,0,5,83,3,0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,72.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,16.0,1.0,72.0,0.0,0.0,82.0,0.0,0.0,12.0,1.0,42.0,0.0,0.0,26.0,0.0,0.0,81.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,42,0,0,0,0,0,0,14,0,48,0,1,0,12,4,0,0.0,38.0,0.0,FR
2023-07-23,18,5,0,0,4,1.0,0.0,4.0,0.0,11.0,0,14,2,0,0,7,16,0,4,50,0,0,0,17,39,0,35,40,0,0,18,32,14,0,50,6,4,0,0,51,56,1,2,0,3,5,0,3,0,0,0,46,0,0,0,28,9,21,18,0,63,45,12,0,0,0,4,1,10,4,3,0,2,2,3,2,0,72,14,0,3,72,24,0,1,0,0,0,0,66,0,0,1,1,0,2,0,0,63,1,0,5,72,3,0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,7.0,0.0,15.0,65.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,18.0,1.0,73.0,0.0,0.0,81.0,0.0,0.0,13.0,1.0,42.0,0.0,0.0,28.0,0.0,0.0,76.0,0.0,0.0,0.0,0,0,82,0,0,0,0,0,7,40,0,0,0,0,0,0,17,0,48,0,1,0,26,3,0,0.0,60.0,0.0,FR
2023-07-30,17,5,0,0,4,1.0,0.0,4.0,0.0,16.0,0,15,2,0,0,5,13,0,3,48,0,0,0,18,42,0,29,42,0,0,22,34,11,0,49,5,3,0,0,54,59,1,2,0,3,3,0,4,0,0,0,48,0,0,0,22,7,38,20,0,58,44,9,0,0,0,4,1,10,4,5,0,2,1,3,2,0,71,14,0,2,71,25,0,0,0,0,0,0,74,0,0,1,2,0,1,0,0,61,1,0,4,69,3,0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,72.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,18.0,2.0,72.0,0.0,0.0,79.0,0.0,0.0,13.0,1.0,48.0,0.0,0.0,23.0,1.0,0.0,76.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,14,45,0,0,0,0,0,0,15,0,52,0,1,0,15,5,0,0.0,43.0,0.0,FR
2023-08-06,18,5,0,0,4,1.0,0.0,4.0,0.0,11.0,0,15,2,0,0,5,11,0,3,40,0,0,0,17,41,0,29,41,0,0,19,32,16,0,42,7,2,0,0,58,61,1,2,0,4,5,0,2,0,0,0,47,0,0,0,20,9,29,16,0,55,50,10,0,0,0,4,1,9,4,4,0,2,2,3,3,0,61,20,0,2,67,26,0,1,0,0,0,0,69,0,0,1,1,0,2,0,0,60,1,0,4,68,3,0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,74.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,1.0,70.0,0.0,0.0,83.0,0.0,0.0,4.0,1.0,42.0,0.0,0.0,25.0,0.0,0.0,76.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,16,0,59,0,1,0,14,5,0,0.0,19.0,0.0,FR
2023-08-13,26,5,0,0,4,1.0,0.0,3.0,0.0,10.0,0,14,1,0,0,17,10,0,5,43,0,0,0,17,37,0,32,37,0,0,23,33,10,0,49,6,3,0,0,69,63,1,2,0,4,4,0,2,0,0,0,45,0,0,0,30,10,21,22,0,49,43,10,0,0,0,4,1,9,4,4,0,2,2,3,3,0,58,16,0,3,68,27,0,0,0,0,0,0,66,0,0,1,1,0,2,0,0,60,1,0,3,71,3,0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,72.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,18.0,2.0,66.0,0.0,0.0,80.0,0.0,0.0,4.0,0.0,41.0,0.0,0.0,24.0,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,16,0,67,0,1,0,13,6,0,0.0,18.0,0.0,FR
2023-08-20,20,5,0,0,4,1.0,0.0,3.0,0.0,29.0,0,16,2,0,0,5,10,0,4,50,0,0,0,18,37,0,34,35,0,0,16,36,10,0,48,6,4,0,0,61,56,1,2,0,3,5,0,2,0,0,0,48,0,0,0,28,8,19,20,0,59,47,9,0,0,0,3,1,9,4,4,0,2,2,4,3,0,65,14,0,2,70,24,0,1,0,0,0,0,60,0,0,1,1,0,2,0,0,60,1,0,4,76,3,0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,7.0,8.0,29.0,74.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,17.0,3.0,71.0,0.0,0.0,83.0,0.0,0.0,12.0,1.0,46.0,0.0,0.0,29.0,0.0,0.0,76.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,44,0,0,0,0,0,0,16,0,79,0,1,0,15,5,0,0.0,31.0,0.0,FR
2023-08-27,19,5,0,0,4,1.0,0.0,4.0,0.0,100.0,0,23,2,0,0,6,14,0,6,51,0,0,0,18,37,0,35,36,0,0,15,34,11,0,36,6,3,0,0,55,64,1,2,0,3,5,0,2,0,0,0,56,0,0,0,25,9,92,17,0,54,44,13,0,0,0,4,1,10,3,4,0,1,2,4,3,0,74,16,0,3,78,26,0,1,0,0,0,0,63,0,0,1,1,0,2,0,0,72,1,0,5,66,3,0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,8.0,9.0,29.0,71.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,21.0,2.0,71.0,0.0,0.0,81.0,0.0,0.0,12.0,1.0,46.0,0.0,0.0,29.0,0.0,0.0,83.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8,47,0,0,37,0,0,0,14,0,85,0,0,0,22,5,0,0.0,59.0,1.0,FR
2023-09-03,17,4,0,0,3,1.0,0.0,3.0,0.0,57.0,0,24,2,0,5,9,15,0,9,53,0,0,0,16,36,0,29,40,0,0,33,35,10,0,47,5,3,0,0,47,54,1,2,0,3,3,0,3,0,0,0,49,0,0,0,27,12,40,20,0,61,48,13,0,0,0,4,1,9,4,4,0,1,2,5,3,0,81,17,0,3,93,24,0,1,0,0,0,0,57,0,0,1,1,0,3,0,0,64,2,0,7,71,3,0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,8.0,8.0,22.0,76.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,19.0,1.0,66.0,0.0,0.0,77.0,0.0,0.0,13.0,1.0,52.0,0.0,0.0,26.0,0.0,0.0,88.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,54,0,0,0,0,0,0,15,0,100,0,0,0,23,5,0,0.0,48.0,1.0,FR
2023-09-10,16,4,0,0,4,1.0,0.0,4.0,0.0,46.0,0,27,3,0,5,10,15,0,11,60,0,0,0,15,37,0,30,36,0,0,20,42,17,0,42,6,3,0,0,48,54,1,2,0,2,3,0,3,0,0,0,47,0,0,0,38,8,18,16,0,74,55,17,0,0,0,4,1,10,4,5,0,2,2,4,2,0,82,17,0,3,74,24,0,2,0,0,0,0,60,0,0,2,1,0,3,0,0,59,2,0,7,65,3,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,6.0,6.0,22.0,71.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,18.0,2.0,68.0,0.0,0.0,75.0,0.0,0.0,12.0,1.0,54.0,0.0,0.0,31.0,0.0,0.0,91.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,10,48,0,0,0,0,0,0,15,0,92,0,1,0,16,3,0,0.0,39.0,0.0,FR
2023-09-17,16,4,0,0,2,1.0,0.0,4.0,0.0,48.0,0,25,3,0,3,10,18,0,13,54,0,0,0,15,40,0,29,41,0,0,18,42,14,0,37,6,2,0,0,52,58,1,1,0,2,4,0,2,0,0,0,50,0,0,0,33,10,26,17,0,74,55,21,0,0,0,4,1,10,5,5,0,1,2,4,2,0,81,20,0,3,85,24,0,2,0,0,0,0,57,0,0,1,2,0,4,0,0,61,2,0,8,63,4,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,11.0,10.0,17.0,78.0,0.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,2.0,18.0,2.0,70.0,0.0,0.0,81.0,0.0,0.0,13.0,1.0,56.0,0.0,0.0,29.0,0.0,0.0,89.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,47,0,0,33,0,0,0,13,0,83,0,0,0,16,3,0,0.0,60.0,1.0,FR
2023-09-24,16,4,0,0,4,1.0,0.0,4.0,0.0,50.0,0,29,3,0,1,10,19,0,14,60,0,0,0,15,43,0,28,43,0,0,20,42,14,0,37,7,3,0,0,49,55,1,2,0,3,4,0,3,0,0,0,54,0,0,0,31,10,21,14,0,84,50,23,0,0,0,4,1,12,4,5,0,1,2,4,3,0,100,19,0,3,85,22,0,5,0,0,0,0,58,0,0,1,2,0,4,0,0,66,2,0,9,68,4,0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,13.0,14.0,23.0,73.0,0.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,3.0,17.0,2.0,71.0,0.0,0.0,83.0,0.0,0.0,13.0,1.0,62.0,0.0,0.0,30.0,0.0,0.0,91.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,8,59,0,0,0,0,0,0,14,0,64,0,0,0,22,3,0,0.0,36.0,0.0,FR
2023-10-01,15,4,0,0,4,1.0,0.0,4.0,0.0,36.0,0,23,3,0,1,10,22,0,12,64,0,0,0,13,48,0,28,41,0,0,18,42,16,0,37,5,4,0,0,50,61,1,2,0,2,6,3,4,0,0,0,50,0,0,0,31,13,27,15,0,78,53,18,0,0,0,4,1,14,4,5,0,1,2,4,3,0,86,21,0,3,81,23,0,1,0,0,0,0,61,0,0,1,2,0,4,0,0,62,2,0,8,64,4,0,12.0,7.0,1.0,0.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,5.0,9.0,22.0,71.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,17.0,1.0,68.0,0.0,0.0,82.0,0.0,0.0,13.0,1.0,67.0,0.0,0.0,30.0,0.0,0.0,97.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,12,0,56,0,0,0,26,5,0,0.0,38.0,0.0,FR
2023-10-08,15,4,0,0,3,1.0,0.0,4.0,0.0,33.0,0,25,3,0,1,9,20,0,9,53,0,0,0,13,43,0,25,42,0,0,14,41,13,0,38,6,3,0,0,48,56,1,2,0,2,4,0,4,0,0,0,54,0,0,0,30,10,21,13,0,82,71,21,0,0,0,4,1,17,4,5,0,1,2,4,2,0,84,20,0,3,83,24,0,1,0,0,0,0,60,0,0,1,2,0,5,0,0,58,2,0,8,65,4,0,13.0,6.0,1.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,9.0,33.0,20.0,68.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,17.0,1.0,73.0,0.0,0.0,77.0,0.0,0.0,13.0,1.0,94.0,0.0,0.0,29.0,0.0,0.0,93.0,0.0,0.0,0.0,0,0,0,0,86,0,0,0,14,55,0,0,0,0,0,0,12,0,73,0,0,0,16,3,0,0.0,41.0,0.0,FR
2023-10-15,19,5,0,0,4,1.0,0.0,4.0,0.0,29.0,0,25,2,0,0,8,21,0,9,53,0,0,0,13,57,0,27,40,0,0,17,39,13,0,34,6,2,0,0,47,50,1,2,0,1,4,0,5,0,0,0,53,0,0,0,31,9,16,15,0,88,68,21,0,0,0,4,1,11,4,5,0,1,2,4,2,0,82,19,0,4,88,25,0,1,0,0,0,0,59,0,0,1,2,0,5,0,0,59,2,0,8,62,4,0,14.0,7.0,1.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,5.0,35.0,25.0,76.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,18.0,1.0,73.0,0.0,0.0,85.0,0.0,0.0,14.0,1.0,69.0,0.0,0.0,29.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,10,53,0,0,0,0,0,0,13,0,50,0,0,0,19,4,0,0.0,35.0,0.0,FR
